(950.892, 15210.74)
(952.624, 15285.41)
(954.3531, 15360.23)
(956.0794, 15435.19)
(957.8028, 15510.3)
(959.5233, 15585.56)
(961.241, 15660.97)
(962.9557, 15736.52)
(964.6677, 15812.22)
(966.3767, 15888.06)
(968.0829, 15964.05)
(969.7863, 16040.19)
(971.4869, 16116.47)
(973.1846, 16192.89)
(974.8795, 16269.46)
(976.5715, 16346.18)
(978.2607, 16423.04)
(979.9471, 16500.04)
(981.6307, 16577.19)
(983.3115, 16654.48)
(984.9894, 16731.92)
(986.6646, 16809.5)
(988.337, 16887.22)
(990.0067, 16965.08)
(991.6735, 17043.09)
(993.3375, 17121.24)
(994.9988, 17199.53)
(996.6573, 17277.96)
(998.313, 17356.53)
(999.9661, 17435.25)
(1001.616, 17514.1)
(1003.264, 17593.1)
(1004.908, 17672.24)
(1006.55, 17751.51)
(1008.19, 17830.93)
(1009.826, 17910.49)
(1011.46, 17990.19)
(1013.091, 18070.02)
(1014.719, 18150.0)
(1016.345, 18230.12)
(1017.968, 18310.37)
(1019.588, 18390.76)
(1021.206, 18471.29)
(1022.821, 18551.96)
(1024.433, 18632.77)
(1026.042, 18713.71)
(1027.649, 18794.79)
(1029.253, 18876.01)
(1030.855, 18957.36)
(1032.453, 19038.86)
(1034.05, 19120.48)
(1035.643, 19202.25)
(1037.234, 19284.15)
(1038.822, 19366.18)
(1040.407, 19448.35)
(1041.99, 19530.66)
(1043.57, 19613.1)
(1045.148, 19695.68)
(1046.723, 19778.39)
(1048.295, 19861.23)
(1049.865, 19944.21)
(1051.432, 20027.33)
(1052.996, 20110.58)
(1054.558, 20193.96)
(1056.117, 20277.47)
(1057.674, 20361.12)
(1059.228, 20444.9)
(1060.78, 20528.81)
(1062.328, 20612.85)
(1063.875, 20697.03)
(1065.418, 20781.34)
(1066.96, 20865.78)
(1068.498, 20950.35)
(1070.034, 21035.06)
(1071.568, 21119.89)
(1073.099, 21204.86)
(1074.627, 21289.95)
(1076.153, 21375.18)
(1077.676, 21460.53)
(1079.197, 21546.02)
(1080.715, 21631.63)
(1082.23, 21717.38)
(1083.744, 21803.26)
